Marca temporal,Cuál es tu nivel de estudios,Qué ingeniería estudias/estudiaste,En qué universidad cursas/cursaste tu carrera de grado,Género,Trabajás en el rubro de la ingeniería que estudias/estudiaste,Tenés más de un trabajo,Cuál es tu situación particular de contratación,Es tu primer trabajo en el rubro,Tu empleador te paga el monotributo,Tu empleador respeta alguno de los siguientes derechos laborales,Cuántas horas trabajás por semana aproximadamente,Cuántos años de experiencia tenés en el rol (o en el rubro pero que sumen para tu rol),Tenés otras personas a cargo,Hacés home office,"Te dan alguno de estos ""beneficios""",Estás enmarcado/a en algún convenio,Te parece que la remuneración que recibís por tu trabajo es acorde a las horas que trabajás y las tareas que realizás,Cómo definís cuánto cobrás tus trabajos,Si podés definirlo: en promedio cuál es tu honorario por hora,Si querés dejanos algún comentario,Edad,¿tenés otros estudios relacionados con tu carrera,Ubicación de tu trabajo,Empleador,Remuneración mensual,Sector,Rol o área
2024-10-18 15:39:13.775,Estudiante cursada finalizada (sólo adeudo finales),Electrónica,UTN,Hombre,Empleado,No,Relación de dependencia registrada,Sí,,,48.0,1 o 2 años de experiencia,No,1 o 2 días por semana,"Celular, Bonos por objetivos, Capacitaciones",No,Sí,,,,27.0,Tecnicatura,,Empresa Multinacional,1800000.0,Automatización,
2024-10-18 15:39:20.994,Graduado/a,Civil/Construcciones,UTN,Mujer,Empleado,No,Relación de dependencia registrada,No,,,50.0,6 a 10 años de experiencia,No,3 o 4 días por semana,"Notebook, Día libre de cumpleaños, Comedor/vianda/plus por comida, Viáticos, Vacaciones adicionales, Flexibilidad horaria",No,No,,,,32.0,,,Empresa de Energía,1900000.0,Industria energética,Planificación o gestión de proyectos
2024-10-18 15:39:26.212,Estudiante (mayoritariamente 1er a 3er Nivel),Mecánica,UTN,Hombre,Empleado,No,Relación de dependencia registrada,No,,,45.0,Más de 10 años de experiencia,No,1 o 2 días por semana,"Notebook, Comedor/vianda/plus por comida, Capacitaciones, Indumentaria",No,Sí,,,,34.0,Tecnicatura,,Empresa Multinacional,3242000.0,Mantenimiento,Personal especializado
2024-10-18 15:39:56.377,Estudiante cursada finalizada (sólo adeudo finales),Electrónica,UTN,Hombre,Empleado,Sí,Relación de dependencia registrada,Sí,,,40.0,Más de 10 años de experiencia,De 1 a 3,No,"No, Viáticos",No,Sí,,,,33.0,Tecnicatura,,Estado,2000000.0,Ferrocarril ,
2024-10-18 15:40:05.210,Graduado/a,Sistemas/Informática,UNS,Hombre,Empleado,Sí,Monotributista,No,"No. Lo pago yo, lo descuento de mi sueldo.","Vacaciones pagas, Días de vacaciones según antigüedad, Días de estudio pagos, Días por enfermedad pagos",40.0,1 o 2 años de experiencia,No,3 o 4 días por semana,Notebook,No,Sí,,,,27.0,,,Estado,1503810.0,"Ciberseguridad, Infraestructura de servicios, Infraestructura tecnológica, Base de datos",Ingeniero y desarrollador DevOps
2024-10-18 15:40:05.408,Estudiante avanzado (mayoritariamente 4to a 6to Nivel),Civil/Construcciones,UTN,Hombre,Empleado,No,Relación de dependencia registrada,No,,,40.0,Más de 10 años de experiencia,No,No,Notebook,No,Sí,,,,29.0,"Tecnicatura, Cursos/Capacitaciones",,Constructora Nacional PyME,900000.0,Infraestructura de servicios,"Proyectista de infraestructura hidráulica, Dibujante, Asistente técnico de documentación o proyectos, Planificación o gestión de proyectos"
2024-10-18 15:41:00.934,Estudiante cursada finalizada (sólo adeudo finales),Industrial,UTN,Hombre,Empleado,No,Relación de dependencia registrada,Sí,,,8.0,No tengo experiencia o tengo menos de un año de experiencia,No,1 o 2 días por semana,"Notebook, Celular, Día libre de cumpleaños, Bonos por objetivos, Comedor/vianda/plus por comida, Flexibilidad horaria",No,Sí,,,,25.0,Cursos/Capacitaciones,,Empresa Nacional Grande,958650.0,Alimentos y bebidas,Supply Chain
2024-10-18 15:41:26.824,Graduado/a,Civil/Construcciones,Unpsjb,Hombre,Empleado,No,Relación de dependencia registrada,No,,,10.0,No tengo experiencia o tengo menos de un año de experiencia,De 4 a 10,No,No,No,No,,,,41.0,,,Constructora Nacional PyME,1800000.0,Planta hormigón ,Planificación o gestión de proyectos
2024-10-18 15:41:59.802,Graduado/a,Civil/Construcciones,UTN,Hombre,Empleado,No,Relación de dependencia registrada,Sí,,,50.0,1 o 2 años de experiencia,No,No,"Día libre de cumpleaños, Comedor/vianda/plus por comida",No,No,,,,29.0,,,Constructora Nacional Grande,1200000.0,Desarrollos inmobiliarios: vivienda privada u oficinas,"Proyectista estructural/Calculista, Dibujante, Computista o presupuestista"
2024-10-18 15:42:18.616,Graduado/a posgrado en curso,Civil/Construcciones,UNICEN,Hombre,Empleado,Sí,Relación de dependencia registrada,No,,,48.0,1 o 2 años de experiencia,No,"Sí, casi siempre o siempre","Notebook, Viáticos, Indumentaria",CCT Viales,No,,,,32.0,Cursos/Capacitaciones,,Estado,1072000.0,Infraestructura vial o ferroviaria,Inspección de obra
2024-10-18 15:42:58.072,Estudiante cursada finalizada (sólo adeudo finales),Industrial,UTN,Mujer,Empleado,No,Relación de dependencia registrada,Sí,,,40.0,3 a 5 años de experiencia,No,1 o 2 días por semana,"Notebook, Celular, Día libre de cumpleaños, Bonos por objetivos, Comedor/vianda/plus por comida, Indumentaria, Flexibilidad horaria",No,No,,,,27.0,,,Empresa Multinacional,1350000.0,Neumaticos,Logística
2024-10-18 15:46:10.285,Estudiante avanzado (mayoritariamente 4to a 6to Nivel),Civil/Construcciones,UTN,Mujer,Empleado,No,Relación de dependencia registrada,No,,,20.0,No tengo experiencia o tengo menos de un año de experiencia,No,1 o 2 días por semana,"Notebook, Día libre de cumpleaños, Capacitaciones, Indumentaria, Flexibilidad horaria",No,Sí,,,,22.0,,,Consultora Nacional Grande,730000.0,Infraestructura de servicios,"Proyectista de instalaciones sanitarias o de gas, Asistente técnico de documentación o proyectos, Mantenimiento, Pasante de ingeniería"
2024-10-18 15:48:24.999,Graduado/a,Electrónica,UTN,Hombre,Empleado,No,Relación de dependencia registrada,Sí,,,40.0,3 a 5 años de experiencia,No,3 o 4 días por semana,"Notebook, Día libre de cumpleaños, Bonos por objetivos, Viáticos, Capacitaciones, Vacaciones adicionales, Flexibilidad horaria",No,No,,,,27.0,,,Empresa Nacional Grande,1200000.0,Desarrollo de Hardware,
2024-10-18 15:49:00.920,Estudiante cursada finalizada (sólo adeudo finales),Electrónica,UTN,Hombre,Empleado,Sí,Relación de dependencia registrada,Sí,,,40.0,1 o 2 años de experiencia,No,3 o 4 días por semana,"Notebook, Celular, Día libre de cumpleaños, Vacaciones adicionales",No,No,,,,28.0,,,Empresa Nacional Grande,1200000.0,Automatización,
2024-10-18 15:49:29.592,Estudiante cursada finalizada (sólo adeudo finales),Química,UTN,Mujer,Empleado,No,Relación de dependencia registrada,Sí,,,40.0,1 o 2 años de experiencia,No,1 o 2 días por semana,"Notebook, Bonos por objetivos, Comedor/vianda/plus por comida, Capacitaciones, Indumentaria, Flexibilidad horaria",No,Sí,,,,24.0,Cursos/Capacitaciones,,Empresa Extranjera,1400000.0,Energética,Ingenierx de procesos
2024-10-18 15:50:17.437,Estudiante avanzado (mayoritariamente 4to a 6to Nivel),Civil/Construcciones,UNLAM,Hombre,Freelance,Sí,,,,,45.0,3 a 5 años de experiencia,De 1 a 3,,,,,Cobro por trabajo finalizado,7700.0,,25.0,,,,1400000.0,Desarrollos inmobiliarios: vivienda privada u oficinas,Proyectista estructural/Calculista
2024-10-18 15:50:26.648,Estudiante avanzado (mayoritariamente 4to a 6to Nivel),Mecánica,UTN,Hombre,Empleado,No,Relación de dependencia registrada,Sí,,,30.0,1 o 2 años de experiencia,De 1 a 3,No,"Comedor/vianda/plus por comida, Indumentaria, Flexibilidad horaria",No,No,,,,29.0,Tecnicatura,,Empresa Nacional PyME,980000.0,"Mantenimiento, Logística",Jefe/a
2024-10-18 15:52:56.733,Estudiante avanzado (mayoritariamente 4to a 6to Nivel),Mecánica,UTN,Mujer,Empleado,No,Relación de dependencia registrada,No,,,8.0,1 o 2 años de experiencia,No,No,"Notebook, Día libre de cumpleaños, Comedor/vianda/plus por comida, Vacaciones adicionales",No,Sí,,,Excelente iniciativa! Muchas gracias ,23.0,Cursos/Capacitaciones,,Empresa Nacional Grande,1267300.0,Producción,Personal junior
2024-10-18 15:53:11.333,Estudiante cursada finalizada (sólo adeudo finales),Electrónica,UTN,Hombre,Empleado,No,Relación de dependencia registrada,Sí,,,40.0,1 o 2 años de experiencia,No,1 o 2 días por semana,"Notebook, Celular, Día libre de cumpleaños, Capacitaciones, Indumentaria, Flexibilidad horaria",No,Sí,,,,26.0,,,Empresa Multinacional,1380000.0,Automatización,
2024-10-18 15:54:21.688,Estudiante avanzado (mayoritariamente 4to a 6to Nivel),Civil/Construcciones,UTN,Hombre,Empleado,No,Relación de dependencia registrada,No,,,9.0,1 o 2 años de experiencia,De 1 a 3,No,"Notebook, Viáticos",No,No,,,,34.0,,,Constructora Nacional PyME,860009.0,Constructora,Jefe/a de obra o de sector
2024-10-18 15:54:53.864,Estudiante avanzado (mayoritariamente 4to a 6to Nivel),Civil/Construcciones,UTN,Hombre,Empleado,No,Monotributista,Sí,"No. Lo pago yo, lo descuento de mi sueldo.",Días de estudio pagos,40.0,No tengo experiencia o tengo menos de un año de experiencia,No,No,Notebook,No,No,,,,31.0,Cursos/Capacitaciones,,Constructora Nacional PyME,850000.0,"Proyectos sociales: vivienda social, urbanización",Sobrestante
2024-10-18 15:55:42.597,Estudiante avanzado (mayoritariamente 4to a 6to Nivel),Industrial,UTN,Mujer,Empleado,No,Relación de dependencia registrada,No,,,20.0,1 o 2 años de experiencia,No,1 o 2 días por semana,No,Sindicato del petróleo y gas,Sí,,,,23.0,Tecnicatura,,Empresa Multinacional,780000.0,Energía,Análisis de datos
2024-10-18 15:57:05.659,Estudiante (mayoritariamente 1er a 3er Nivel),Mecánica,UTN,Hombre,Empleado,No,Relación de dependencia registrada,Sí,,,45.0,3 a 5 años de experiencia,De 1 a 3,No,"Notebook, Día libre de cumpleaños, Comedor/vianda/plus por comida, Capacitaciones, Indumentaria, Gimnasio, Remuneracion adicional en vacaciones",UPFPA,Sí,,,,33.0,Cursos/Capacitaciones,,Empresa Nacional Grande,1300000.0,Administrativo,Personal especializado
2024-10-18 15:57:41.528,Estudiante (mayoritariamente 1er a 3er Nivel),Sistemas/Informática,UTN,Hombre,Empleado,No,Relación de dependencia registrada,Sí,,,25.0,No tengo experiencia o tengo menos de un año de experiencia,No,"Sí, casi siempre o siempre","Notebook, Día libre de cumpleaños",No,Sí,,,,22.0,Cursos/Capacitaciones,,Empresa Nacional Grande,400000.0,"Ciberseguridad, Infraestructura de servicios",Auditoria de sistemas
2024-10-18 15:58:31.040,Estudiante avanzado (mayoritariamente 4to a 6to Nivel),Industrial,UTN,Hombre,Empleado,No,Relación de dependencia registrada,Sí,,,45.0,3 a 5 años de experiencia,De 1 a 3,1 o 2 días por semana,"Notebook, Celular, Bonos por objetivos, Flexibilidad horaria",UECARA,No,,,,36.0,Cursos/Capacitaciones,,Empresa Nacional PyME,1400000.0,Construcción,Compras
2024-10-18 15:59:55.890,Estudiante avanzado (mayoritariamente 4to a 6to Nivel),Biomedica ,Unsam,Mujer,Empleado,No,Relación de dependencia registrada,Sí,,,40.0,No tengo experiencia o tengo menos de un año de experiencia,No,No,"Celular, Viáticos",Comercio,Sí,,,,25.0,Cursos/Capacitaciones,,Empresa Nacional PyME,850000.0,Salud,Asistente técnico/a
2024-10-18 16:00:58.557,Graduado/a,Industrial,UTN,Hombre,Empleado,Sí,Relación de dependencia registrada,No,,,40.0,3 a 5 años de experiencia,De 4 a 10,1 o 2 días por semana,"Notebook, Celular, Comedor/vianda/plus por comida, Viáticos, Capacitaciones, Flexibilidad horaria",No,Sí,,,,27.0,,,Empresa Nacional Grande,1800000.0,Logistica,Mejora Continua
2024-10-18 16:01:05.294,Estudiante (mayoritariamente 1er a 3er Nivel),Sistemas/Informática,UTN,Hombre,Empleado,Sí,Monotributista,Sí,Si,"Vacaciones pagas, Días de estudio pagos, Días por enfermedad pagos",62.0,3 a 5 años de experiencia,No,"Sí, casi siempre o siempre",No,No,No,,,,34.0,Cursos/Capacitaciones,,Empresa Nacional PyME,850000.0,"Infraestructura de servicios, Infraestructura tecnológica",Soporte IT
2024-10-18 16:02:49.838,Estudiante (mayoritariamente 1er a 3er Nivel),Civil/Construcciones,UBA,Hombre,Empleado,No,Monotributista,Sí,"No. Lo pago yo, lo descuento de mi sueldo.","Vacaciones pagas, Días de estudio pagos",40.0,No tengo experiencia o tengo menos de un año de experiencia,No,1 o 2 días por semana,"Notebook, Capacitaciones",No,No,,,,30.0,,,Estado,690140.0,Ministerio de espacio público CABA - coordinación de obras ,Administrativo/a de obra
2024-10-18 16:02:53.848,Estudiante (mayoritariamente 1er a 3er Nivel),Civil/Construcciones,UBA,Hombre,Empleado,No,Relación de dependencia registrada,Sí,,,30.0,6 a 10 años de experiencia,De 4 a 10,No,Flexibilidad horaria,No,No,,,,26.0,Cursos/Capacitaciones,,Consultora Nacional PyME,502000.0,Desarrollos inmobiliarios: vivienda privada u oficinas,"Dibujante, Sobrestante, Administrativo/a de obra, Inspección de obra, Asistente técnico de documentación o proyectos, Planificación o gestión de proyectos, Mantenimiento"
2024-10-18 16:03:56.127,Estudiante avanzado (mayoritariamente 4to a 6to Nivel),Sistemas/Informática,UTN,Mujer,Empleado,No,Relación de dependencia registrada,No,,,36.0,Más de 10 años de experiencia,De 4 a 10,"Sí, casi siempre o siempre","Notebook, Día libre de cumpleaños, Bonos por objetivos, Capacitaciones, Vacaciones adicionales",No,No,,,,49.0,Cursos/Capacitaciones,,Empresa Nacional Grande,2600000.0,"Desarrollo web/aplicaciones, Infraestructura tecnológica, Base de datos, Modelo de análisis",Product owner
2024-10-18 16:04:47.049,Estudiante (mayoritariamente 1er a 3er Nivel),Sistemas/Informática,UTN,Mujer,Empleado,No,Relación de dependencia registrada,Sí,,,40.0,No tengo experiencia o tengo menos de un año de experiencia,No,3 o 4 días por semana,"Notebook, Comedor/vianda/plus por comida, Capacitaciones, Indumentaria, Flexibilidad horaria",Bancario,Sí,,,,21.0,,,Cooperativa,1300000.0,"Desarrollo web/aplicaciones, Infraestructura de servicios, Infraestructura tecnológica",Ingeniero de software
2024-10-18 16:05:07.048,Estudiante avanzado (mayoritariamente 4to a 6to Nivel),Electrónica,UTN,Hombre,Empleado,No,Relación de dependencia registrada,Sí,,,40.0,1 o 2 años de experiencia,No,No,No,No,No,,,,24.0,Cursos/Capacitaciones,,Estado,580000.0,Instrumentación nuclear,
2024-10-18 16:06:53.401,Graduado/a posgrado en curso,Química,UBA,Mujer,Empleado,No,Relación de dependencia registrada,No,,,40.0,6 a 10 años de experiencia,No,1 o 2 días por semana,"Comedor/vianda/plus por comida, Viáticos, Capacitaciones, Indumentaria, Vacaciones adicionales",No,Sí,,,,32.0,Cursos/Capacitaciones,,Empresa Multinacional,3200000.0,Energética,Instrumentación y control
2024-10-18 16:07:00.872,Estudiante avanzado (mayoritariamente 4to a 6to Nivel),Civil/Construcciones,UTN,Mujer,Empleado,No,Monotributista,No,"No. Lo pago yo, lo descuento de mi sueldo.","Vacaciones pagas, Días de vacaciones según antigüedad, Días de estudio pagos",40.0,No tengo experiencia o tengo menos de un año de experiencia,No,No,No,No,No,,,,26.0,,,Consultora Extranjera,600000.0,Infraestructura portuaria,Pasante de ingeniería
2024-10-18 16:07:02.443,Estudiante avanzado (mayoritariamente 4to a 6to Nivel),Eléctrica,UTN,Hombre,Empleado,No,Relación de dependencia registrada,No,,,40.0,3 a 5 años de experiencia,No,No,"Notebook, Celular, Día libre de cumpleaños, Bonos por objetivos, Capacitaciones, Indumentaria",Comercio,No,,,,34.0,"Tecnicatura, Cursos/Capacitaciones",,Empresa Nacional PyME,1100000.0,Servicios,Asistente técnico/a
2024-10-18 16:10:44.870,Estudiante avanzado (mayoritariamente 4to a 6to Nivel),Industrial,UTN,Hombre,Empleado,No,Relación de dependencia registrada,Sí,,,20.0,No tengo experiencia o tengo menos de un año de experiencia,No,1 o 2 días por semana,"Notebook, Día libre de cumpleaños, Capacitaciones, Vacaciones adicionales, Flexibilidad horaria, Descuentos en los productos de la linea",No,No,,,,24.0,Tecnicatura,,Empresa Multinacional,405000.0,Refrigeracion,Compras
2024-10-18 16:11:54.235,Estudiante cursada finalizada (sólo adeudo finales),Electrónica,UTN,Hombre,Empleado,No,Relación de dependencia registrada,No,,,40.0,3 a 5 años de experiencia,No,3 o 4 días por semana,"Notebook, Día libre de cumpleaños, Bonos por objetivos, Capacitaciones, Flexibilidad horaria",Bancario,Sí,,,,27.0,Tecnicatura,,Empresa Nacional Grande,1532000.0,Sistemas,
2024-10-18 16:14:50.889,Estudiante cursada finalizada (sólo adeudo finales),Industrial,UTN,Hombre,Empleado,No,Relación de dependencia registrada,No,,,40.0,6 a 10 años de experiencia,Más de 10,3 o 4 días por semana,"Notebook, Celular, Bonos por objetivos, Comedor/vianda/plus por comida, Capacitaciones, Vacaciones adicionales, Flexibilidad horaria",No,Sí,,,,35.0,Tecnicatura,,Empresa Multinacional,4500000.0,IT,Marketing
2024-10-18 16:18:03.309,Graduado/a,Biomedica,UNSAM,Mujer,Empleado,Sí,Relación de dependencia registrada,No,,,45.0,3 a 5 años de experiencia,No,No,"Notebook, Celular, Día libre de cumpleaños, Bonos por objetivos, Viáticos, Capacitaciones, Indumentaria, Vacaciones adicionales, Flexibilidad horaria",No,No,,,,26.0,,,Empresa Multinacional,1000000.0,Salud,Mantenimiento
2024-10-18 16:25:00.895,Estudiante avanzado (mayoritariamente 4to a 6to Nivel),Sistemas/Informática,UBA,Hombre,Empleado,No,Relación de dependencia registrada,No,,,20.0,1 o 2 años de experiencia,No,3 o 4 días por semana,Flexibilidad horaria,Empleado de Asociaciones Civiles,No,,,,23.0,,,Empresa Nacional PyME,360000.0,Administrativo ,Pasante de ingeniería
2024-10-18 16:25:50.379,Estudiante avanzado (mayoritariamente 4to a 6to Nivel),Mecánica,UTN,Hombre,Empleado,No,Relación de dependencia registrada,Sí,,,20.0,No tengo experiencia o tengo menos de un año de experiencia,No,No,"Notebook, Comedor/vianda/plus por comida, Capacitaciones, Indumentaria, Flexibilidad horaria",No,Sí,,,,24.0,,,Empresa Multinacional,550000.0,Proyectos de Ingenieria,Pasante
2024-10-18 16:25:54.898,Estudiante avanzado (mayoritariamente 4to a 6to Nivel),Industrial,UTN,Mujer,Empleado,No,Relación de dependencia registrada,Sí,,,20.0,1 o 2 años de experiencia,No,1 o 2 días por semana,Notebook,No,Sí,,,"Estaria bueno que agreguen en alguna de las preguntas si trabajas full time o part time, y si es pasantia, yo estoy haciendo una pasantia. Tambien agregaria en que empresa trabajas y si sos Junior, Semisr, Sr, para saber que esperar cuando uno se postula a cualquiera de las empresas",22.0,,,Empresa Multinacional,530000.0,Petrolera,Marketing
2024-10-18 16:26:51.702,Estudiante (mayoritariamente 1er a 3er Nivel),Sistemas/Informática,UTN,Hombre,Empleado,No,Relación de dependencia registrada,Sí,,,40.0,1 o 2 años de experiencia,De 1 a 3,"Sí, casi siempre o siempre","Notebook, Día libre de cumpleaños, Capacitaciones, Flexibilidad horaria",No,Sí,,,,23.0,Tecnicatura,,Empresa Nacional PyME,720000.0,Infraestructura de servicios,Monitoreo
2024-10-18 16:31:25.798,Estudiante avanzado (mayoritariamente 4to a 6to Nivel),Civil/Construcciones,UTN,Hombre,Empleado,No,Relación de dependencia registrada,No,,,50.0,1 o 2 años de experiencia,No,No,"Celular, Día libre de cumpleaños, Flexibilidad horaria",UECARA,No,,,,28.0,,,Consultora Nacional Grande,700000.0,Desarrollos inmobiliarios: vivienda privada u oficinas,Administrativo/a de obra
2024-10-18 16:35:20.695,Graduado/a posgrado finalizado,Sistemas/Informática,UTN,X,Empleado,No,Informal,Sí,,Ninguno,18.0,3 a 5 años de experiencia,Más de 10,"Sí, casi siempre o siempre",No,No,Sí,,,,30.0,Cursos/Capacitaciones,,Empresa Extranjera,250000.0,Blockchain,Soporte IT
2024-10-18 16:35:55.294,Graduado/a,Civil/Construcciones,UNNE,Mujer,Empleado,No,Relación de dependencia registrada,Sí,,,40.0,No tengo experiencia o tengo menos de un año de experiencia,No,3 o 4 días por semana,"Notebook, Celular, Día libre de cumpleaños, Bonos por objetivos, Capacitaciones, Indumentaria, Flexibilidad horaria",No,No,,,,24.0,Cursos/Capacitaciones,,Consultora Nacional Grande,1004000.0,Industria energética,Proyectista termomecánico
2024-10-18 16:38:05.785,Graduado/a,Civil/Construcciones,UNLP,Hombre,Empleado,No,Relación de dependencia registrada,Sí,,,40.0,Más de 10 años de experiencia,No,No,Viáticos,No,No,,,,44.0,,,Consultora Nacional PyME,1100000.0,Infraestructura de servicios,Proyectista de infraestructura hidráulica
